index,0a,0b,1a,1b,2a,2b,3a,3b,4a,4b,5a,5b,6a,6b,7a,7b,8a,8b,9a,9b,10a,10b,11a,11b,12a,12b,13a,13b,14a,14b,15a,15b,16a,16b,17a,17b,18a,18b,19a,19b,20a,20b,label
1282,0.0,0.0,-0.16736,-0.07113,-0.28452,-0.21339,-0.21757,-0.30126,-0.0795,-0.3431,-0.19247,-0.50628,-0.23849,-0.74059,-0.25941,-0.87448,-0.27615,-1.0,-0.05439,-0.50628,-0.10042,-0.53556,-0.11297,-0.35146,-0.10042,-0.22594,0.07113,-0.46862,0.04603,-0.50628,-0.00418,-0.3431,-0.0251,-0.22594,0.17992,-0.42259,0.2636,-0.56485,0.31799,-0.66946,0.35983,-0.78243,6
1283,0.0,0.0,-0.17227,-0.07563,-0.28992,-0.21429,-0.23109,-0.29832,-0.08824,-0.33193,-0.18908,-0.51261,-0.23529,-0.7437,-0.2563,-0.87815,-0.27731,-1.0,-0.05042,-0.5084,-0.10504,-0.52521,-0.11345,-0.34034,-0.10084,-0.21849,0.07143,-0.47059,0.03782,-0.4958,-0.0084,-0.32773,-0.02941,-0.21429,0.18067,-0.42017,0.26471,-0.55882,0.31933,-0.66387,0.36134,-0.77311,6
1284,0.0,0.0,-0.16878,-0.07595,-0.2827,-0.21941,-0.22363,-0.3038,-0.08861,-0.33755,-0.18565,-0.51477,-0.23207,-0.74262,-0.25316,-0.87764,-0.27426,-1.0,-0.04641,-0.51055,-0.09705,-0.53165,-0.1097,-0.34599,-0.10127,-0.22363,0.08017,-0.47257,0.04219,-0.49789,-0.00844,-0.33333,-0.03376,-0.21941,0.18565,-0.42194,0.27004,-0.5654,0.32489,-0.66667,0.36709,-0.78059,6
1285,0.0,0.0,-0.16525,-0.07203,-0.29661,-0.20763,-0.26271,-0.29237,-0.11864,-0.30932,-0.17373,-0.51271,-0.22458,-0.74153,-0.25,-0.87712,-0.26695,-1.0,-0.03814,-0.50847,-0.11017,-0.52119,-0.13136,-0.33475,-0.12712,-0.20763,0.08051,-0.46186,0.02542,-0.48305,-0.02542,-0.30932,-0.04661,-0.18644,0.1822,-0.39831,0.25847,-0.52966,0.31356,-0.62288,0.35593,-0.72881,6
1286,0.0,0.0,-0.17021,-0.0766,-0.29362,-0.21277,-0.25957,-0.28936,-0.1234,-0.30213,-0.16596,-0.51489,-0.21277,-0.74043,-0.24255,-0.87234,-0.26383,-1.0,-0.03404,-0.50638,-0.11064,-0.51915,-0.13617,-0.33191,-0.13191,-0.20426,0.08511,-0.45532,0.02128,-0.46809,-0.02979,-0.30213,-0.05106,-0.18298,0.18723,-0.39149,0.25532,-0.5234,0.30213,-0.62128,0.34468,-0.7234,6
1287,0.0,0.0,-0.16878,-0.08017,-0.29114,-0.21519,-0.2616,-0.29536,-0.1308,-0.31646,-0.16878,-0.50633,-0.21097,-0.7384,-0.23629,-0.87342,-0.25738,-1.0,-0.03797,-0.49789,-0.11814,-0.51477,-0.13924,-0.32911,-0.1308,-0.20253,0.07595,-0.45148,0.00844,-0.47257,-0.03797,-0.30802,-0.05907,-0.18565,0.18143,-0.39241,0.24895,-0.52743,0.29114,-0.62447,0.32489,-0.72996,6
1288,0.0,0.0,-0.16949,-0.07203,-0.29237,-0.20763,-0.2839,-0.29661,-0.16102,-0.34322,-0.17373,-0.5,-0.2161,-0.73729,-0.24153,-0.87712,-0.26271,-1.0,-0.05085,-0.48729,-0.13559,-0.51271,-0.15254,-0.33051,-0.14407,-0.19915,0.06356,-0.44915,-0.00424,-0.49153,-0.05085,-0.32203,-0.06356,-0.19915,0.16949,-0.39831,0.24153,-0.54661,0.27966,-0.65254,0.30932,-0.75847,6
1289,0.0,0.0,-0.16807,-0.07143,-0.28992,-0.21429,-0.28151,-0.31513,-0.16807,-0.37395,-0.17647,-0.5,-0.21008,-0.73529,-0.22689,-0.87815,-0.2437,-1.0,-0.05042,-0.48739,-0.13445,-0.51261,-0.15546,-0.33193,-0.15126,-0.20588,0.06303,-0.45378,0.0,-0.51261,-0.04622,-0.34454,-0.06303,-0.22269,0.17227,-0.41176,0.23529,-0.56303,0.27311,-0.66807,0.29832,-0.78151,6
1290,0.0,0.0,-0.16736,-0.07113,-0.2887,-0.21339,-0.27615,-0.31381,-0.159,-0.37238,-0.17155,-0.49791,-0.20502,-0.7364,-0.22176,-0.87448,-0.23849,-1.0,-0.05021,-0.48954,-0.13389,-0.51883,-0.15481,-0.33473,-0.15063,-0.20921,0.06695,-0.45188,0.00418,-0.50209,-0.04184,-0.33473,-0.05858,-0.21339,0.17573,-0.41004,0.23849,-0.56485,0.27197,-0.66946,0.29707,-0.77824,6
1291,0.0,0.0,-0.17227,-0.07563,-0.29412,-0.22269,-0.28151,-0.33193,-0.17227,-0.39916,-0.17647,-0.4958,-0.21429,-0.73529,-0.22689,-0.87395,-0.2437,-1.0,-0.05882,-0.48739,-0.13866,-0.52521,-0.15966,-0.34454,-0.15546,-0.21429,0.05462,-0.45798,-0.0084,-0.52941,-0.05042,-0.36134,-0.06723,-0.2395,0.16387,-0.42017,0.22689,-0.58403,0.2563,-0.68908,0.27731,-0.80252,6
1292,0.0,0.0,-0.18696,-0.08696,-0.31739,-0.25217,-0.3087,-0.3913,-0.2,-0.47826,-0.20435,-0.50435,-0.23913,-0.73913,-0.25652,-0.87826,-0.27391,-1.0,-0.08261,-0.50435,-0.15652,-0.56087,-0.17391,-0.38261,-0.16522,-0.25217,0.03043,-0.48696,-0.03043,-0.58696,-0.06957,-0.42174,-0.07826,-0.29565,0.14348,-0.46957,0.19565,-0.65652,0.21739,-0.77391,0.23043,-0.8913,6
1293,0.0,0.0,-0.19111,-0.08,-0.32444,-0.24444,-0.31556,-0.39111,-0.20444,-0.48,-0.20444,-0.49778,-0.24,-0.73333,-0.25333,-0.87556,-0.26222,-1.0,-0.08889,-0.49778,-0.16889,-0.56,-0.17778,-0.38222,-0.16889,-0.24889,0.02222,-0.48889,-0.04,-0.59111,-0.07556,-0.42667,-0.08,-0.29333,0.14222,-0.47111,0.19111,-0.66222,0.21333,-0.78222,0.23111,-0.90222,6
1294,0.0,0.0,-0.18834,-0.07623,-0.33184,-0.24664,-0.32287,-0.3991,-0.20179,-0.49327,-0.21076,-0.49776,-0.24215,-0.73094,-0.25561,-0.87444,-0.26906,-1.0,-0.09417,-0.50224,-0.17489,-0.56502,-0.18386,-0.39013,-0.17489,-0.25561,0.01794,-0.49776,-0.04933,-0.59641,-0.0852,-0.43049,-0.0852,-0.29596,0.13453,-0.4843,0.18386,-0.67713,0.20628,-0.80269,0.21525,-0.92377,6
1295,0.0,0.0,-0.20673,-0.08654,-0.36538,-0.25962,-0.34615,-0.42788,-0.22115,-0.52404,-0.25,-0.50962,-0.3125,-0.73077,-0.34615,-0.86538,-0.37981,-0.99038,-0.12019,-0.52885,-0.19712,-0.61058,-0.19712,-0.42788,-0.17788,-0.28846,0.00481,-0.53365,-0.0625,-0.64423,-0.08654,-0.46635,-0.08173,-0.32212,0.125,-0.53365,0.16827,-0.73558,0.17788,-0.87019,0.18269,-1.0,6
1296,0.0,0.0,-0.21359,-0.07282,-0.36893,-0.25243,-0.33495,-0.43204,-0.20874,-0.53398,-0.28641,-0.49029,-0.36408,-0.71359,-0.40291,-0.84466,-0.43204,-0.97087,-0.15534,-0.51942,-0.20874,-0.62136,-0.20388,-0.44175,-0.17476,-0.29612,-0.02427,-0.52913,-0.07767,-0.65049,-0.1068,-0.47087,-0.10194,-0.32524,0.1068,-0.52913,0.15534,-0.72816,0.16019,-0.86893,0.16019,-1.0,6
1297,0.0,0.0,-0.20874,-0.06796,-0.37864,-0.24757,-0.33495,-0.43204,-0.20874,-0.52913,-0.31553,-0.48544,-0.40777,-0.70388,-0.45146,-0.83495,-0.48544,-0.95631,-0.17961,-0.51942,-0.2233,-0.62136,-0.20874,-0.43689,-0.18447,-0.29612,-0.04369,-0.53398,-0.08738,-0.65534,-0.1068,-0.47573,-0.10194,-0.32524,0.08252,-0.52913,0.12621,-0.72816,0.12621,-0.86408,0.12136,-1.0,6
1298,0.0,0.0,-0.21359,-0.07767,-0.37864,-0.25728,-0.3301,-0.45146,-0.20874,-0.5534,-0.33495,-0.47087,-0.43689,-0.68932,-0.48544,-0.82039,-0.52913,-0.93689,-0.19903,-0.50971,-0.24757,-0.6165,-0.2233,-0.43204,-0.18447,-0.30097,-0.06311,-0.52913,-0.09709,-0.65534,-0.11165,-0.47573,-0.10194,-0.32524,0.06311,-0.52913,0.09709,-0.72816,0.09709,-0.86893,0.09223,-1.0,6
1299,0.0,0.0,-0.22967,-0.08612,-0.38278,-0.25837,-0.33971,-0.45933,-0.21531,-0.56459,-0.35885,-0.45933,-0.47368,-0.66986,-0.53589,-0.80383,-0.58852,-0.92344,-0.2201,-0.50239,-0.27751,-0.61722,-0.23923,-0.44019,-0.21531,-0.32536,-0.09569,-0.52632,-0.12919,-0.64593,-0.13397,-0.4689,-0.11962,-0.33014,0.02871,-0.5311,0.05742,-0.73684,0.04785,-0.86603,0.03828,-1.0,6
1300,0.0,0.0,-0.22222,-0.07246,-0.38647,-0.25604,-0.33816,-0.45411,-0.21256,-0.56522,-0.37198,-0.4686,-0.48309,-0.67633,-0.54106,-0.80676,-0.5942,-0.92271,-0.22705,-0.51208,-0.27536,-0.62319,-0.23671,-0.43961,-0.20773,-0.32367,-0.09662,-0.5314,-0.1256,-0.65217,-0.13043,-0.4686,-0.11111,-0.3285,0.03382,-0.53623,0.05797,-0.73913,0.05314,-0.86957,0.04831,-1.0,6
1301,0.0,0.0,-0.22277,-0.06436,-0.38119,-0.24257,-0.31188,-0.44554,-0.19307,-0.56931,-0.44059,-0.46535,-0.56931,-0.66832,-0.63861,-0.80198,-0.70297,-0.92079,-0.28713,-0.52475,-0.31683,-0.65842,-0.24257,-0.48515,-0.19307,-0.35644,-0.13861,-0.55941,-0.13861,-0.67822,-0.11881,-0.49505,-0.10396,-0.35149,0.0,-0.56436,0.0,-0.75248,-0.00495,-0.87624,-0.02475,-1.0,6
1302,0.0,0.0,-0.21891,-0.0796,-0.36816,-0.25373,-0.28856,-0.45771,-0.17413,-0.57711,-0.45274,-0.45771,-0.57214,-0.67662,-0.64677,-0.81095,-0.71642,-0.93035,-0.29353,-0.52239,-0.31841,-0.65672,-0.24876,-0.48259,-0.199,-0.35821,-0.14925,-0.55224,-0.1393,-0.66667,-0.1194,-0.48259,-0.10945,-0.34826,-0.00995,-0.55224,-0.00995,-0.75622,-0.01493,-0.87562,-0.02488,-1.0,6
1303,0.0,0.0,-0.21393,-0.06965,-0.36816,-0.23881,-0.30348,-0.44776,-0.18905,-0.57214,-0.46269,-0.45274,-0.59204,-0.67164,-0.67164,-0.81095,-0.74129,-0.93035,-0.30846,-0.51244,-0.32836,-0.65672,-0.24876,-0.48756,-0.19403,-0.36816,-0.16418,-0.54726,-0.15423,-0.67662,-0.12935,-0.49254,-0.11443,-0.35821,-0.02985,-0.55721,-0.02985,-0.75622,-0.03483,-0.8806,-0.04975,-1.0,6
1304,0.0,0.0,-0.20812,-0.06599,-0.34518,-0.23858,-0.27411,-0.45178,-0.16751,-0.5736,-0.48731,-0.45178,-0.61421,-0.6802,-0.69543,-0.82234,-0.76142,-0.94416,-0.32487,-0.51777,-0.32487,-0.6599,-0.23858,-0.48731,-0.18782,-0.36041,-0.17259,-0.5533,-0.15736,-0.6802,-0.11675,-0.49746,-0.09645,-0.36548,-0.03046,-0.56345,-0.04061,-0.7665,-0.04569,-0.88325,-0.06599,-1.0,6
1305,0.0,0.0,-0.20812,-0.06091,-0.35025,-0.2335,-0.28934,-0.44162,-0.17766,-0.56345,-0.48731,-0.4467,-0.61929,-0.67513,-0.69543,-0.82234,-0.7665,-0.94924,-0.32995,-0.51269,-0.33503,-0.6599,-0.24873,-0.49746,-0.19797,-0.37056,-0.18274,-0.5533,-0.17259,-0.68528,-0.1269,-0.50761,-0.1066,-0.37056,-0.03553,-0.55838,-0.04569,-0.76142,-0.05076,-0.87817,-0.06599,-1.0,6
1306,0.0,0.0,-0.18325,-0.06806,-0.30366,-0.23037,-0.25654,-0.41885,-0.17801,-0.54974,-0.51832,-0.46073,-0.65445,-0.6911,-0.73822,-0.8377,-0.81675,-0.96335,-0.36126,-0.52356,-0.31414,-0.68063,-0.20942,-0.50262,-0.17277,-0.36649,-0.21466,-0.56021,-0.16754,-0.68586,-0.09948,-0.50262,-0.08901,-0.37173,-0.06806,-0.57068,-0.07853,-0.75916,-0.07853,-0.87958,-0.10471,-1.0,6
1307,0.0,0.0,-0.18421,-0.06316,-0.31053,-0.22632,-0.25789,-0.41579,-0.17368,-0.54211,-0.52105,-0.45789,-0.65789,-0.68421,-0.74737,-0.83158,-0.82105,-0.95789,-0.36842,-0.52632,-0.32105,-0.67368,-0.22105,-0.5,-0.17368,-0.36316,-0.22105,-0.56316,-0.17368,-0.68947,-0.10526,-0.50526,-0.09474,-0.37368,-0.07368,-0.57368,-0.08421,-0.76842,-0.08947,-0.88421,-0.11053,-1.0,6
1308,0.0,0.0,-0.15544,-0.07254,-0.26425,-0.22798,-0.2228,-0.41969,-0.15026,-0.54404,-0.51295,-0.46114,-0.63212,-0.69948,-0.71503,-0.8601,-0.78238,-1.0,-0.36788,-0.52332,-0.32642,-0.66839,-0.23834,-0.50777,-0.20207,-0.37306,-0.2228,-0.55959,-0.18653,-0.67876,-0.11917,-0.51295,-0.11399,-0.39896,-0.09326,-0.56995,-0.10363,-0.76166,-0.10363,-0.87565,-0.12435,-0.97409,6
1309,0.0,0.0,-0.14573,-0.0804,-0.24121,-0.23618,-0.19598,-0.41709,-0.12563,-0.54271,-0.48744,-0.46231,-0.59799,-0.70352,-0.67337,-0.86432,-0.73869,-1.0,-0.33668,-0.51256,-0.28643,-0.65327,-0.19598,-0.48241,-0.16583,-0.34673,-0.20101,-0.54774,-0.1608,-0.66332,-0.09548,-0.51256,-0.09548,-0.40201,-0.07538,-0.55779,-0.0804,-0.75377,-0.0804,-0.85427,-0.10553,-0.94975,6
1310,0.0,0.0,-0.15271,-0.05911,-0.25616,-0.20197,-0.21675,-0.37438,-0.14778,-0.50246,-0.47291,-0.46305,-0.57635,-0.70443,-0.64532,-0.867,-0.70443,-1.0,-0.33005,-0.51724,-0.24631,-0.61084,-0.15764,-0.43842,-0.13793,-0.30542,-0.19212,-0.5468,-0.12808,-0.63547,-0.05911,-0.47783,-0.06404,-0.36453,-0.06404,-0.5665,-0.05911,-0.74384,-0.05419,-0.84236,-0.08374,-0.93596,6
1311,0.0,0.0,-0.15094,-0.0566,-0.24528,-0.19811,-0.18396,-0.35849,-0.10377,-0.4717,-0.41981,-0.46226,-0.52358,-0.6934,-0.57547,-0.86321,-0.62264,-1.0,-0.2783,-0.51415,-0.18868,-0.58962,-0.10377,-0.41038,-0.09434,-0.2783,-0.14151,-0.53774,-0.06604,-0.61792,-0.01415,-0.4434,-0.02358,-0.33019,-0.00943,-0.54717,0.00472,-0.73113,0.0283,-0.83019,0.02358,-0.92453,6
1312,0.0,0.0,-0.14419,-0.06512,-0.23721,-0.2093,-0.17209,-0.36744,-0.08372,-0.47442,-0.39535,-0.46977,-0.49767,-0.70233,-0.55349,-0.86047,-0.6,-1.0,-0.26047,-0.51163,-0.17209,-0.5907,-0.09302,-0.40465,-0.07907,-0.26977,-0.13023,-0.53023,-0.06047,-0.6093,-0.0093,-0.43721,-0.01395,-0.32093,-0.00465,-0.54419,0.01395,-0.72558,0.03256,-0.82326,0.02326,-0.92093,6
1313,0.0,0.0,-0.16071,-0.05804,-0.25,-0.20089,-0.16518,-0.34821,-0.06696,-0.45536,-0.36161,-0.46429,-0.45089,-0.70089,-0.49554,-0.86607,-0.53571,-1.0,-0.22321,-0.50446,-0.14732,-0.57589,-0.08929,-0.39732,-0.08929,-0.27679,-0.09375,-0.51786,-0.02679,-0.60268,-0.00446,-0.43304,-0.01786,-0.32143,0.03571,-0.52232,0.06696,-0.69196,0.09821,-0.79018,0.10714,-0.89286,6
1314,0.0,0.0,-0.15638,-0.06584,-0.23868,-0.1893,-0.11934,-0.30041,-0.00412,-0.39506,-0.2428,-0.4856,-0.2716,-0.71605,-0.28395,-0.87654,-0.30453,-1.0,-0.107,-0.50206,-0.07407,-0.53498,-0.06584,-0.34979,-0.07407,-0.25926,0.02469,-0.49383,0.08642,-0.52675,0.0535,-0.36626,0.0,-0.2716,0.13992,-0.46502,0.21811,-0.61317,0.28395,-0.70782,0.32922,-0.8107,6
1315,0.0,0.0,-0.15261,-0.06827,-0.2249,-0.20482,-0.11245,-0.31727,0.01205,-0.39759,-0.24498,-0.48193,-0.26908,-0.71486,-0.27309,-0.86747,-0.28514,-1.0,-0.10442,-0.49799,-0.06827,-0.53414,-0.04819,-0.35341,-0.04819,-0.249,0.02008,-0.48594,0.08032,-0.53414,0.06024,-0.36948,0.02811,-0.26506,0.14056,-0.46185,0.21285,-0.61446,0.26908,-0.70683,0.30924,-0.81124,6
1316,0.0,0.0,-0.15139,-0.06773,-0.22311,-0.20319,-0.11155,-0.31076,0.01594,-0.39044,-0.23904,-0.48207,-0.25896,-0.71713,-0.25896,-0.86853,-0.27092,-1.0,-0.0996,-0.49801,-0.06375,-0.53386,-0.04781,-0.35458,-0.05179,-0.25498,0.0239,-0.48207,0.08367,-0.52988,0.05976,-0.37052,0.03187,-0.2749,0.14343,-0.45817,0.21912,-0.60558,0.27888,-0.69323,0.32271,-0.79681,6
1317,0.0,0.0,-0.152,-0.072,-0.224,-0.2,-0.108,-0.296,0.028,-0.368,-0.224,-0.484,-0.24,-0.716,-0.24,-0.868,-0.248,-1.0,-0.084,-0.496,-0.052,-0.532,-0.04,-0.352,-0.04,-0.252,0.044,-0.48,0.1,-0.52,0.072,-0.356,0.04,-0.256,0.16,-0.448,0.244,-0.596,0.304,-0.684,0.348,-0.788,6
1318,0.0,0.0,-0.16,-0.076,-0.236,-0.216,-0.112,-0.316,0.032,-0.372,-0.224,-0.48,-0.244,-0.72,-0.24,-0.868,-0.252,-1.0,-0.08,-0.488,-0.064,-0.54,-0.048,-0.356,-0.052,-0.248,0.044,-0.472,0.092,-0.528,0.064,-0.372,0.032,-0.268,0.16,-0.444,0.248,-0.596,0.308,-0.688,0.352,-0.788,6
1319,0.0,0.0,-0.15936,-0.07171,-0.24303,-0.21912,-0.12351,-0.32271,0.01992,-0.37052,-0.21116,-0.48207,-0.23108,-0.72112,-0.23108,-0.86853,-0.24303,-1.0,-0.06773,-0.48207,-0.05179,-0.53386,-0.05179,-0.3506,-0.05578,-0.24303,0.05976,-0.46215,0.10359,-0.52191,0.06375,-0.36653,0.01992,-0.26295,0.1753,-0.43028,0.26295,-0.58566,0.32271,-0.67729,0.37052,-0.78486,6
1320,0.0,0.0,-0.16,-0.08,-0.252,-0.24,-0.14,-0.34,0.0,-0.368,-0.204,-0.492,-0.228,-0.728,-0.232,-0.872,-0.244,-1.0,-0.06,-0.488,-0.048,-0.536,-0.052,-0.348,-0.06,-0.236,0.064,-0.464,0.104,-0.528,0.056,-0.364,0.016,-0.256,0.18,-0.432,0.272,-0.592,0.328,-0.692,0.372,-0.804,6
1321,0.0,0.0,-0.17213,-0.08607,-0.29098,-0.2582,-0.20082,-0.38525,-0.05738,-0.41803,-0.21311,-0.5041,-0.2623,-0.72951,-0.28279,-0.87295,-0.30328,-1.0,-0.07787,-0.5,-0.07377,-0.56557,-0.07377,-0.38115,-0.07377,-0.2541,0.04918,-0.48361,0.06967,-0.56967,0.03279,-0.39754,0.0,-0.26639,0.16393,-0.45492,0.23361,-0.62705,0.26639,-0.7418,0.29508,-0.86885,6
1322,0.0,0.0,-0.17842,-0.08299,-0.3029,-0.26971,-0.21162,-0.39834,-0.05809,-0.41494,-0.23237,-0.50622,-0.27801,-0.73859,-0.29876,-0.87552,-0.3195,-1.0,-0.09129,-0.50207,-0.09959,-0.57676,-0.09544,-0.39004,-0.08714,-0.25726,0.03734,-0.48963,0.04564,-0.58921,0.02075,-0.41909,0.0083,-0.28631,0.15768,-0.46888,0.22822,-0.639,0.26141,-0.75519,0.28631,-0.87967,6
1323,0.0,0.0,-0.18067,-0.07983,-0.31092,-0.26891,-0.22269,-0.40336,-0.07143,-0.42017,-0.2395,-0.5084,-0.28992,-0.73529,-0.31092,-0.87395,-0.33193,-1.0,-0.10084,-0.5084,-0.10924,-0.57983,-0.10504,-0.39496,-0.09664,-0.2605,0.03361,-0.4916,0.03782,-0.58824,0.01261,-0.41597,0.0,-0.28571,0.15546,-0.47059,0.21849,-0.64286,0.2479,-0.7605,0.26891,-0.89076,6
1324,0.0,0.0,-0.17992,-0.0795,-0.30962,-0.26778,-0.22176,-0.40586,-0.07531,-0.41841,-0.24268,-0.50209,-0.2887,-0.73222,-0.31381,-0.87029,-0.33473,-1.0,-0.10042,-0.50628,-0.11297,-0.57322,-0.1046,-0.39331,-0.09623,-0.2636,0.02929,-0.49372,0.03766,-0.58577,0.01255,-0.41841,0.0,-0.29289,0.15063,-0.4728,0.21339,-0.64435,0.24268,-0.76151,0.26778,-0.88703,6
1325,0.0,0.0,-0.18966,-0.07328,-0.3319,-0.25431,-0.25862,-0.39655,-0.11207,-0.4181,-0.25431,-0.50431,-0.31034,-0.73707,-0.33621,-0.875,-0.35776,-1.0,-0.11207,-0.50431,-0.125,-0.5819,-0.12069,-0.39655,-0.11207,-0.25,0.02155,-0.49569,0.01724,-0.59914,-0.00431,-0.42241,-0.01293,-0.28448,0.14224,-0.47845,0.19828,-0.65517,0.21983,-0.77586,0.23707,-0.90086,6
1326,0.0,0.0,-0.18615,-0.06926,-0.329,-0.25541,-0.25974,-0.39394,-0.11255,-0.40693,-0.24675,-0.50649,-0.2987,-0.73593,-0.32468,-0.87446,-0.34199,-1.0,-0.10823,-0.50649,-0.1342,-0.57143,-0.1342,-0.38528,-0.12554,-0.24675,0.02165,-0.48918,0.01299,-0.58009,-0.01732,-0.41126,-0.02597,-0.27706,0.14719,-0.46753,0.20346,-0.64935,0.22078,-0.77489,0.2381,-0.90476,6
1327,0.0,0.0,-0.19651,-0.06114,-0.34061,-0.24454,-0.28384,-0.38865,-0.1441,-0.40175,-0.24891,-0.49782,-0.29694,-0.73362,-0.31878,-0.87336,-0.34061,-1.0,-0.11354,-0.49782,-0.1441,-0.56332,-0.14847,-0.37991,-0.1441,-0.24017,0.01747,-0.48472,-0.00437,-0.57205,-0.03493,-0.40175,-0.04803,-0.27074,0.13974,-0.46725,0.19214,-0.65066,0.21397,-0.77729,0.22707,-0.9083,6
1328,0.0,0.0,-0.19214,-0.0655,-0.33624,-0.24454,-0.28821,-0.38865,-0.16157,-0.40611,-0.24017,-0.49782,-0.27948,-0.72926,-0.29694,-0.869,-0.31441,-1.0,-0.1048,-0.49782,-0.14847,-0.55459,-0.15284,-0.36681,-0.1441,-0.23581,0.02183,-0.48472,-0.0131,-0.56769,-0.04367,-0.39738,-0.05677,-0.26638,0.13974,-0.46725,0.19214,-0.65066,0.21397,-0.77293,0.22271,-0.89956,6
1329,0.0,0.0,-0.19737,-0.06579,-0.34211,-0.24561,-0.30263,-0.39474,-0.17544,-0.40789,-0.23684,-0.49561,-0.27193,-0.73246,-0.28947,-0.86842,-0.30702,-1.0,-0.10965,-0.49561,-0.15789,-0.55702,-0.16228,-0.37281,-0.15351,-0.24123,0.01316,-0.48246,-0.0307,-0.57018,-0.05702,-0.39912,-0.06579,-0.26754,0.13158,-0.46491,0.18421,-0.65351,0.20175,-0.77632,0.21491,-0.90351,6
1330,0.0,0.0,-0.19556,-0.06222,-0.34667,-0.24,-0.32,-0.38667,-0.18667,-0.41333,-0.23111,-0.49333,-0.26667,-0.73333,-0.28444,-0.87556,-0.30222,-1.0,-0.10667,-0.49333,-0.16889,-0.55556,-0.17333,-0.36889,-0.16444,-0.23111,0.01333,-0.48,-0.04,-0.57333,-0.07111,-0.4,-0.07111,-0.26222,0.13333,-0.46222,0.18222,-0.65333,0.2,-0.77778,0.20889,-0.90667,6
1331,0.0,0.0,-0.19556,-0.08,-0.34222,-0.25778,-0.35111,-0.40889,-0.23111,-0.43556,-0.19556,-0.51111,-0.22222,-0.74222,-0.24,-0.88,-0.26222,-1.0,-0.08444,-0.50667,-0.19111,-0.55556,-0.20889,-0.36889,-0.18667,-0.23111,0.02667,-0.49333,-0.07556,-0.57778,-0.09778,-0.40444,-0.08889,-0.26667,0.13333,-0.47111,0.16889,-0.66222,0.18222,-0.78667,0.19111,-0.91111,6
1332,0.0,0.0,-0.19731,-0.0852,-0.34081,-0.25561,-0.34529,-0.39462,-0.2287,-0.42601,-0.20628,-0.49776,-0.23318,-0.73094,-0.24664,-0.87444,-0.25561,-1.0,-0.09417,-0.49776,-0.19731,-0.55157,-0.21076,-0.36323,-0.19283,-0.22422,0.01794,-0.4843,-0.08072,-0.57848,-0.10314,-0.3991,-0.09417,-0.26009,0.13453,-0.46637,0.16592,-0.65919,0.17937,-0.78475,0.18386,-0.90583,6
1333,0.0,0.0,-0.18834,-0.0852,-0.33184,-0.25112,-0.34978,-0.39462,-0.25112,-0.44395,-0.19283,-0.49327,-0.22422,-0.73094,-0.24215,-0.87892,-0.25561,-1.0,-0.08969,-0.49327,-0.19731,-0.54709,-0.21076,-0.35874,-0.19731,-0.21973,0.01794,-0.47982,-0.08969,-0.57399,-0.11659,-0.3991,-0.10762,-0.26009,0.12556,-0.47085,0.15695,-0.66368,0.1704,-0.78924,0.1704,-0.90583,6
1334,0.0,0.0,-0.19369,-0.08108,-0.33333,-0.25676,-0.35586,-0.40541,-0.25676,-0.45045,-0.18919,-0.4955,-0.22523,-0.72973,-0.23874,-0.87838,-0.25225,-1.0,-0.09009,-0.4955,-0.2027,-0.54955,-0.21622,-0.36486,-0.1982,-0.22973,0.01802,-0.48198,-0.09459,-0.56757,-0.12162,-0.39189,-0.11261,-0.25225,0.12613,-0.46396,0.15315,-0.66216,0.16216,-0.78378,0.16667,-0.9009,6
1335,0.0,0.0,-0.19524,-0.09048,-0.3381,-0.27143,-0.35238,-0.42381,-0.24762,-0.45714,-0.19524,-0.50476,-0.24286,-0.7381,-0.2619,-0.87619,-0.27619,-1.0,-0.08571,-0.50952,-0.19524,-0.56667,-0.20476,-0.37143,-0.18571,-0.22381,0.02857,-0.49524,-0.08571,-0.58571,-0.10952,-0.4,-0.1,-0.25238,0.14286,-0.47619,0.18095,-0.68095,0.19048,-0.80952,0.19048,-0.93333,6
1336,0.0,0.0,-0.18349,-0.08257,-0.32569,-0.26147,-0.33028,-0.40826,-0.22018,-0.44037,-0.18349,-0.49541,-0.21101,-0.72936,-0.22477,-0.87615,-0.22936,-1.0,-0.07798,-0.49083,-0.1789,-0.54587,-0.18807,-0.35321,-0.17431,-0.22018,0.03211,-0.47706,-0.06422,-0.56422,-0.09174,-0.38532,-0.08257,-0.24771,0.14679,-0.45872,0.18349,-0.65138,0.19725,-0.77523,0.20183,-0.89908,6
1337,0.0,0.0,-0.20918,-0.09694,-0.37245,-0.28571,-0.37755,-0.44898,-0.25,-0.4949,-0.22959,-0.53571,-0.29592,-0.7551,-0.33163,-0.87245,-0.35204,-0.97959,-0.10204,-0.54082,-0.21429,-0.60204,-0.22449,-0.40816,-0.21429,-0.26531,0.03061,-0.53061,-0.07653,-0.62755,-0.10714,-0.42857,-0.10714,-0.27551,0.16327,-0.51531,0.20408,-0.72449,0.22449,-0.86224,0.23469,-1.0,6
